CART_NUMBER,CSTM_NUMBER,PRODUCT_ID,CART_DATE,QUANTITY,KARAT_CODE
CRT-01019,CSTM-00906,PROD-E00008,2025-07-18 01:20:15,1,14K
CRT-01020,CSTM-00885,PROD-E00006,2025-07-28 13:57:15,2,24K
CRT-01021,CSTM-01465,PROD-E00004,2025-07-16 09:20:15,3,14K
CRT-01022,CSTM-01742,PROD-E00007,2025-06-29 11:20:15,2,24K
CRT-01023,CSTM-01267,PROD-R00008,2025-07-07 18:20:15,1,18K
CRT-01024,CSTM-01640,PROD-N00008,2025-07-20 14:20:15,3,24K
CRT-01025,CSTM-00457,PROD-E00011,2025-07-12 22:20:15,3,14K
CRT-01026,CSTM-00761,PROD-N00006,2025-07-23 13:20:15,1,18K
CRT-01027,CSTM-00384,PROD-N00004,2025-07-11 14:20:15,3,18K
CRT-01028,CSTM-00244,PROD-R00007,2025-07-10 01:20:15,1,18K
CRT-01029,CSTM-00946,PROD-S00008,2025-07-08 20:20:15,2,24K
CRT-01030,CSTM-01194,PROD-E00006,2025-07-11 14:20:15,1,14K
CRT-01031,CSTM-00695,PROD-G00004,2025-07-24 15:20:15,3,24K
CRT-01032,CSTM-01201,PROD-R00004,2025-06-29 13:20:15,3,18K
CRT-01033,CSTM-01364,PROD-N00006,2025-07-26 10:20:15,2,14K
CRT-01034,CSTM-01301,PROD-N00002,2025-07-13 18:20:15,2,14K
CRT-01035,CSTM-00267,PROD-E00005,2025-07-18 09:20:15,1,18K
CRT-01036,CSTM-01119,PROD-G00004,2025-07-19 21:20:15,3,14K
CRT-01037,CSTM-00639,PROD-R00007,2025-07-20 23:20:15,2,14K
CRT-01038,CSTM-01052,PROD-R00006,2025-07-05 11:20:15,1,24K
CRT-01039,CSTM-00368,PROD-S00008,2025-07-01 11:20:15,3,24K
CRT-01040,CSTM-01806,PROD-G00004,2025-07-28 13:22:15,3,18K
CRT-01041,CSTM-01755,PROD-S00003,2025-07-12 18:20:15,3,24K
CRT-01042,CSTM-00945,PROD-S00003,2025-07-14 01:20:15,1,24K
CRT-01043,CSTM-00139,PROD-E00007,2025-07-07 10:20:15,2,18K
CRT-01044,CSTM-00121,PROD-N00008,2025-07-23 01:20:15,1,14K
CRT-01045,CSTM-00084,PROD-E00010,2025-07-13 11:20:15,1,24K
CRT-01046,CSTM-00549,PROD-E00003,2025-07-23 20:20:15,1,14K
CRT-01047,CSTM-00202,PROD-N00002,2025-07-28 13:50:15,2,18K
CRT-01048,CSTM-00914,PROD-R00004,2025-07-21 02:20:15,3,14K
CRT-01049,CSTM-00119,PROD-S00006,2025-07-10 15:20:15,3,24K
CRT-01050,CSTM-01060,PROD-G00003,2025-07-28 14:15:15,1,18K
CRT-01051,CSTM-00534,PROD-E00007,2025-07-06 17:20:15,1,18K
CRT-01052,CSTM-01095,PROD-R00003,2025-07-15 18:20:15,2,18K
CRT-01053,CSTM-00065,PROD-E00012,2025-07-16 17:20:15,1,18K
CRT-01054,CSTM-01224,PROD-N00007,2025-07-02 16:20:15,1,14K
CRT-01055,CSTM-01679,PROD-N00010,2025-07-28 14:18:15,1,24K
CRT-01056,CSTM-01284,PROD-R00003,2025-07-28 10:20:15,3,24K
CRT-01057,CSTM-01259,PROD-R00010,2025-07-28 13:25:15,3,18K
CRT-01058,CSTM-00205,PROD-R00006,2025-07-19 00:20:15,2,18K
CRT-01059,CSTM-00072,PROD-S00007,2025-07-26 09:20:15,3,18K
CRT-01060,CSTM-01122,PROD-S00003,2025-07-07 10:20:15,2,24K
CRT-01061,CSTM-00312,PROD-E00003,2025-07-10 03:20:15,1,18K
CRT-01062,CSTM-00660,PROD-N00006,2025-07-20 15:20:15,1,24K
CRT-01063,CSTM-00166,PROD-N00004,2025-06-30 21:20:15,1,14K
CRT-01064,CSTM-00997,PROD-E00004,2025-07-21 18:20:15,1,14K
CRT-01065,CSTM-01688,PROD-G00005,2025-07-28 13:36:15,3,18K
CRT-01066,CSTM-01306,PROD-R00002,2025-07-07 07:20:15,1,18K
CRT-01067,CSTM-00279,PROD-G00002,2025-07-18 20:20:15,1,14K
CRT-01068,CSTM-00426,PROD-E00002,2025-07-20 22:20:15,1,18K
CRT-01069,CSTM-01136,PROD-R00001,2025-07-16 19:20:15,2,24K
CRT-01070,CSTM-00095,PROD-E00010,2025-07-14 18:20:15,1,18K
CRT-01071,CSTM-00489,PROD-R00009,2025-07-06 00:20:15,2,24K
CRT-01072,CSTM-01450,PROD-E00009,2025-07-11 13:20:15,3,18K
CRT-01073,CSTM-01430,PROD-S00001,2025-07-20 14:20:15,1,14K
CRT-01074,CSTM-01035,PROD-R00005,2025-07-15 10:20:15,3,24K
CRT-01075,CSTM-00809,PROD-E00011,2025-07-11 08:20:15,3,18K
CRT-01076,CSTM-00529,PROD-N00001,2025-07-20 03:20:15,1,24K
CRT-01077,CSTM-00522,PROD-G00003,2025-07-03 08:20:15,2,14K
CRT-01078,CSTM-00269,PROD-E00010,2025-06-29 05:20:15,1,18K
CRT-01079,CSTM-01267,PROD-S00007,2025-07-24 19:20:15,1,18K
CRT-01080,CSTM-00590,PROD-E00010,2025-07-10 07:20:15,1,18K
CRT-01081,CSTM-00491,PROD-N00006,2025-07-04 15:20:15,1,18K
CRT-01082,CSTM-00367,PROD-N00008,2025-07-09 22:20:15,2,24K
CRT-01083,CSTM-00265,PROD-R00008,2025-07-07 02:20:15,2,24K
CRT-01084,CSTM-01117,PROD-N00007,2025-07-21 05:20:15,2,18K
CRT-01085,CSTM-01308,PROD-R00001,2025-07-13 16:20:15,2,18K
CRT-01086,CSTM-01589,PROD-E00001,2025-07-08 16:20:15,2,24K
CRT-01087,CSTM-00396,PROD-E00008,2025-07-18 18:20:15,1,18K
CRT-01088,CSTM-01457,PROD-E00002,2025-06-29 11:20:15,3,18K
CRT-01089,CSTM-01773,PROD-E00001,2025-07-10 03:20:15,2,18K
CRT-01090,CSTM-00667,PROD-E00002,2025-07-04 15:20:15,1,24K
CRT-01091,CSTM-01009,PROD-N00007,2025-07-11 22:20:15,1,24K
CRT-01092,CSTM-00639,PROD-E00007,2025-07-14 11:20:15,2,14K
CRT-01093,CSTM-01086,PROD-S00003,2025-07-08 14:20:15,3,18K
CRT-01094,CSTM-01802,PROD-S00005,2025-07-28 13:43:15,2,24K
CRT-01095,CSTM-00110,PROD-E00008,2025-07-28 13:35:15,2,14K
CRT-01096,CSTM-00014,PROD-N00008,2025-07-12 10:20:15,1,24K
CRT-01097,CSTM-01419,PROD-R00007,2025-07-24 21:20:15,1,24K
CRT-01098,CSTM-00591,PROD-R00004,2025-07-19 04:20:15,1,14K
CRT-01099,CSTM-01356,PROD-R00010,2025-07-15 04:20:15,2,14K
CRT-01100,CSTM-01188,PROD-N00001,2025-07-28 14:17:15,2,14K
CRT-01101,CSTM-01813,PROD-S00006,2025-07-09 21:20:15,3,24K
CRT-01102,CSTM-00043,PROD-R00001,2025-07-28 14:06:15,3,18K
CRT-01103,CSTM-01107,PROD-N00012,2025-07-20 22:20:15,3,24K
CRT-01104,CSTM-00736,PROD-R00002,2025-07-28 13:53:15,1,18K
CRT-01105,CSTM-01798,PROD-S00003,2025-07-27 20:20:15,3,14K
CRT-01106,CSTM-01852,PROD-E00012,2025-07-08 04:20:15,3,18K
CRT-01107,CSTM-01795,PROD-G00003,2025-07-28 03:20:15,3,24K
CRT-01108,CSTM-00055,PROD-E00012,2025-07-28 13:24:15,1,14K
CRT-01109,CSTM-00612,PROD-N00009,2025-07-20 09:20:15,2,14K
CRT-01110,CSTM-00516,PROD-S00005,2025-07-08 23:20:15,2,18K
CRT-01111,CSTM-00819,PROD-N00008,2025-07-25 16:20:15,2,14K
CRT-01112,CSTM-00527,PROD-N00006,2025-07-10 14:20:15,1,14K
CRT-01113,CSTM-01681,PROD-R00001,2025-07-08 02:20:15,2,14K
CRT-01114,CSTM-01522,PROD-R00003,2025-07-18 08:20:15,3,18K
CRT-01115,CSTM-00515,PROD-E00006,2025-07-02 18:20:15,3,24K
CRT-01116,CSTM-01075,PROD-E00012,2025-07-28 08:20:15,3,14K
CRT-01117,CSTM-00862,PROD-N00009,2025-07-28 12:20:15,1,18K
CRT-01118,CSTM-00241,PROD-R00007,2025-07-03 20:20:15,1,18K
CRT-01119,CSTM-01574,PROD-E00003,2025-07-28 13:31:15,3,24K
CRT-01120,CSTM-01537,PROD-N00007,2025-07-28 14:11:15,3,24K
CRT-01121,CSTM-00459,PROD-G00003,2025-07-24 04:20:15,2,18K
CRT-01122,CSTM-00941,PROD-G00001,2025-07-18 02:20:15,2,18K
CRT-01123,CSTM-01489,PROD-R00002,2025-07-09 11:20:15,1,24K
CRT-01124,CSTM-01686,PROD-G00002,2025-07-02 03:20:15,2,24K
CRT-01125,CSTM-00421,PROD-S00002,2025-07-07 15:20:15,2,14K
CRT-01126,CSTM-01017,PROD-R00010,2025-07-13 05:20:15,2,14K
CRT-01127,CSTM-01787,PROD-E00006,2025-07-21 09:20:15,2,18K
CRT-01128,CSTM-00922,PROD-R00001,2025-07-26 22:20:15,3,24K
CRT-01129,CSTM-01124,PROD-N00007,2025-07-28 13:38:15,2,24K
CRT-01130,CSTM-00976,PROD-N00004,2025-07-28 14:12:15,2,18K
CRT-01131,CSTM-00230,PROD-N00008,2025-07-04 17:20:15,1,24K
CRT-01132,CSTM-01711,PROD-S00006,2025-07-28 13:44:15,2,24K
CRT-01133,CSTM-00890,PROD-S00001,2025-07-14 02:20:15,3,24K
CRT-01134,CSTM-00656,PROD-R00003,2025-07-23 20:20:15,3,24K
CRT-01135,CSTM-00742,PROD-S00007,2025-07-24 06:20:15,2,18K
CRT-01136,CSTM-01750,PROD-N00004,2025-07-21 22:20:15,1,14K
CRT-01137,CSTM-01755,PROD-E00006,2025-07-09 12:20:15,3,18K
CRT-01138,CSTM-01479,PROD-E00002,2025-07-19 12:20:15,1,14K
CRT-01139,CSTM-00893,PROD-E00003,2025-07-23 05:20:15,1,18K
CRT-01140,CSTM-01425,PROD-E00006,2025-07-08 20:20:15,1,14K
CRT-01141,CSTM-01247,PROD-N00007,2025-07-16 18:20:15,1,18K
CRT-01142,CSTM-00295,PROD-N00005,2025-07-16 05:20:15,2,24K
CRT-01143,CSTM-01336,PROD-N00007,2025-07-02 07:20:15,3,14K
CRT-01144,CSTM-00571,PROD-E00012,2025-07-19 10:20:15,2,24K
CRT-01145,CSTM-01317,PROD-R00003,2025-07-03 20:20:15,2,18K
CRT-01146,CSTM-01399,PROD-E00010,2025-07-13 11:20:15,1,24K
CRT-01147,CSTM-01703,PROD-S00008,2025-07-17 21:20:15,3,18K
CRT-01148,CSTM-00729,PROD-N00003,2025-07-06 09:20:15,3,18K
CRT-01149,CSTM-00871,PROD-N00007,2025-07-19 23:20:15,2,18K
CRT-01150,CSTM-00460,PROD-N00007,2025-07-04 15:20:15,1,18K
CRT-01151,CSTM-01191,PROD-R00007,2025-07-11 10:20:15,3,24K
CRT-01152,CSTM-01545,PROD-R00003,2025-07-08 18:20:15,1,18K
CRT-01153,CSTM-00319,PROD-S00003,2025-07-08 14:20:15,1,18K
CRT-01154,CSTM-00324,PROD-N00011,2025-07-24 22:20:15,1,14K
CRT-01155,CSTM-00443,PROD-S00003,2025-07-01 18:20:15,3,24K
CRT-01156,CSTM-01584,PROD-R00002,2025-07-13 07:20:15,3,18K
CRT-01157,CSTM-01513,PROD-R00006,2025-07-28 14:12:15,1,24K
CRT-01158,CSTM-00497,PROD-N00010,2025-07-02 00:20:15,3,14K
CRT-01159,CSTM-01723,PROD-N00008,2025-07-08 12:20:15,3,18K
CRT-01160,CSTM-00567,PROD-E00012,2025-07-12 09:20:15,3,14K
CRT-01161,CSTM-00747,PROD-N00002,2025-07-25 23:20:15,3,24K
CRT-01162,CSTM-01371,PROD-S00007,2025-07-21 11:20:15,3,18K
CRT-01163,CSTM-00994,PROD-R00005,2025-07-04 11:20:15,2,14K
CRT-01164,CSTM-00433,PROD-S00002,2025-07-08 10:20:15,2,18K
CRT-01165,CSTM-01548,PROD-S00008,2025-07-14 21:20:15,1,14K
CRT-01166,CSTM-00785,PROD-E00003,2025-07-27 19:20:15,3,14K
CRT-01167,CSTM-00590,PROD-N00012,2025-07-16 01:20:15,1,18K
CRT-01168,CSTM-00053,PROD-R00001,2025-07-24 01:20:15,2,18K
CRT-01169,CSTM-01837,PROD-G00004,2025-07-03 22:20:15,2,18K
CRT-01170,CSTM-00306,PROD-N00006,2025-07-28 13:40:15,2,24K
CRT-01171,CSTM-01562,PROD-R00003,2025-07-02 14:20:15,2,14K
CRT-01172,CSTM-00610,PROD-N00005,2025-07-13 10:20:15,1,14K
CRT-01173,CSTM-00897,PROD-E00012,2025-07-08 15:20:15,1,18K
CRT-01174,CSTM-01369,PROD-N00003,2025-07-18 23:20:15,3,18K
CRT-01175,CSTM-01203,PROD-E00003,2025-07-23 20:20:15,1,24K
CRT-01176,CSTM-01170,PROD-E00011,2025-07-02 09:20:15,3,24K
CRT-01177,CSTM-00323,PROD-N00002,2025-07-24 18:20:15,1,24K
CRT-01178,CSTM-00400,PROD-N00012,2025-07-25 00:20:15,3,24K
CRT-01179,CSTM-01875,PROD-R00001,2025-07-21 11:20:15,2,18K
CRT-01180,CSTM-01862,PROD-S00007,2025-07-28 13:35:15,1,14K
CRT-01181,CSTM-00965,PROD-E00001,2025-07-02 08:20:15,1,18K
CRT-01182,CSTM-01804,PROD-S00003,2025-07-14 18:20:15,3,18K
CRT-01183,CSTM-01401,PROD-S00001,2025-07-22 19:20:15,3,14K
CRT-01184,CSTM-01784,PROD-G00003,2025-07-05 11:20:15,3,24K
CRT-01185,CSTM-01359,PROD-R00007,2025-07-16 19:20:15,1,14K
CRT-01186,CSTM-00179,PROD-N00004,2025-07-13 02:20:15,3,14K
CRT-01187,CSTM-00305,PROD-N00008,2025-07-16 22:20:15,1,24K
CRT-01188,CSTM-01126,PROD-G00002,2025-07-28 14:14:15,1,24K
CRT-01189,CSTM-00445,PROD-E00004,2025-06-30 09:20:15,3,18K
CRT-01190,CSTM-01180,PROD-N00005,2025-07-22 15:20:15,1,14K
CRT-01191,CSTM-00826,PROD-G00001,2025-07-13 04:20:15,1,24K
CRT-01192,CSTM-01815,PROD-N00003,2025-07-01 09:20:15,3,18K
CRT-01193,CSTM-00673,PROD-N00002,2025-07-26 13:20:15,3,24K
CRT-01194,CSTM-00468,PROD-E00011,2025-07-28 13:35:15,2,24K
CRT-01195,CSTM-00371,PROD-E00006,2025-07-21 18:20:15,3,18K
CRT-01196,CSTM-01868,PROD-R00007,2025-07-10 19:20:15,2,24K
CRT-01197,CSTM-00515,PROD-E00003,2025-07-09 05:20:15,3,18K
CRT-01198,CSTM-01100,PROD-R00010,2025-07-15 16:20:15,3,24K
CRT-01199,CSTM-01162,PROD-N00001,2025-07-21 13:20:15,3,14K
CRT-01200,CSTM-00385,PROD-N00002,2025-07-16 13:20:15,2,14K
CRT-01201,CSTM-00632,PROD-E00005,2025-06-29 04:20:15,3,18K
CRT-01202,CSTM-00522,PROD-E00001,2025-07-16 08:20:15,3,24K
CRT-01203,CSTM-01177,PROD-E00011,2025-07-28 13:22:15,2,14K
CRT-01204,CSTM-01214,PROD-E00001,2025-07-27 02:20:15,2,14K
CRT-01205,CSTM-01577,PROD-N00002,2025-07-02 22:20:15,3,24K
CRT-01206,CSTM-00331,PROD-R00006,2025-07-02 13:20:15,1,24K
CRT-01207,CSTM-00428,PROD-N00001,2025-07-28 13:37:15,3,18K
CRT-01208,CSTM-01720,PROD-N00006,2025-07-19 11:20:15,3,18K
CRT-01209,CSTM-01801,PROD-S00002,2025-07-04 19:20:15,1,18K
CRT-01210,CSTM-00640,PROD-N00001,2025-06-28 22:20:15,2,18K
CRT-01211,CSTM-00303,PROD-S00008,2025-06-29 22:20:15,3,14K
CRT-01212,CSTM-00388,PROD-G00005,2025-07-28 13:58:15,1,24K
CRT-01213,CSTM-00371,PROD-S00007,2025-07-13 09:20:15,2,18K
CRT-01214,CSTM-01112,PROD-S00007,2025-07-14 03:20:15,3,18K
CRT-01215,CSTM-00798,PROD-R00002,2025-07-21 10:20:15,3,18K
CRT-01216,CSTM-01248,PROD-E00007,2025-07-24 22:20:15,2,18K
CRT-01217,CSTM-00814,PROD-N00005,2025-07-21 05:20:15,3,18K
CRT-01218,CSTM-00776,PROD-G00001,2025-07-28 13:22:15,1,14K
CRT-01219,CSTM-01478,PROD-N00007,2025-07-01 14:20:15,1,14K
CRT-01220,CSTM-00262,PROD-R00006,2025-07-04 03:20:15,3,14K
CRT-01221,CSTM-01262,PROD-N00009,2025-07-06 01:20:15,3,24K
CRT-01222,CSTM-00413,PROD-R00001,2025-07-01 13:20:15,3,24K
CRT-01223,CSTM-01675,PROD-R00006,2025-06-30 02:20:15,1,14K
CRT-01224,CSTM-01715,PROD-E00005,2025-07-05 01:20:15,2,24K
CRT-01225,CSTM-01283,PROD-R00006,2025-07-01 12:20:15,2,24K
CRT-01226,CSTM-01396,PROD-G00001,2025-07-15 01:20:15,2,14K
CRT-01227,CSTM-01788,PROD-E00010,2025-07-28 13:23:15,2,14K
CRT-01228,CSTM-00733,PROD-N00010,2025-07-07 18:20:15,2,24K
CRT-01229,CSTM-00721,PROD-G00005,2025-07-23 06:20:15,3,18K
CRT-01230,CSTM-00689,PROD-E00005,2025-07-21 09:20:15,3,24K
CRT-01231,CSTM-00900,PROD-R00004,2025-07-15 04:20:15,3,24K
CRT-01232,CSTM-01407,PROD-N00006,2025-07-14 15:20:15,3,24K
CRT-01233,CSTM-00022,PROD-N00003,2025-07-26 04:20:15,1,18K
CRT-01234,CSTM-00580,PROD-E00004,2025-07-01 22:20:15,1,14K
CRT-01235,CSTM-00012,PROD-E00007,2025-07-09 21:20:15,2,24K
CRT-01236,CSTM-00378,PROD-E00004,2025-07-24 11:20:15,2,18K
CRT-01237,CSTM-00247,PROD-E00008,2025-07-09 06:20:15,1,24K
CRT-01238,CSTM-00536,PROD-N00004,2025-07-05 08:20:15,3,24K
CRT-01239,CSTM-01255,PROD-E00002,2025-07-27 06:20:15,2,14K
CRT-01240,CSTM-00494,PROD-G00001,2025-07-28 13:56:15,1,24K
CRT-01241,CSTM-01021,PROD-S00006,2025-07-15 05:20:15,3,14K
CRT-01242,CSTM-00123,PROD-S00005,2025-07-21 11:20:15,1,18K
CRT-01243,CSTM-01230,PROD-E00002,2025-07-28 13:36:15,3,18K
CRT-01244,CSTM-00893,PROD-S00003,2025-07-13 16:20:15,2,18K
CRT-01245,CSTM-01643,PROD-N00009,2025-07-07 07:20:15,1,18K
CRT-01246,CSTM-01363,PROD-R00005,2025-07-28 13:38:15,1,18K
CRT-01247,CSTM-00820,PROD-E00010,2025-07-01 12:20:15,3,24K
CRT-01248,CSTM-00587,PROD-E00012,2025-07-19 15:20:15,2,14K
CRT-01249,CSTM-00052,PROD-N00011,2025-07-15 19:20:15,2,18K
CRT-01250,CSTM-00876,PROD-N00008,2025-07-17 17:20:15,2,24K
CRT-01251,CSTM-01192,PROD-E00003,2025-07-04 03:20:15,3,14K
CRT-01252,CSTM-01653,PROD-S00005,2025-07-26 19:20:15,2,14K
CRT-01253,CSTM-01574,PROD-S00003,2025-07-08 10:20:15,1,18K
CRT-01254,CSTM-00632,PROD-N00009,2025-07-05 15:20:15,2,14K
CRT-01255,CSTM-01378,PROD-N00009,2025-07-01 11:20:15,3,24K
CRT-01256,CSTM-00470,PROD-R00010,2025-07-28 14:07:15,1,24K
CRT-01257,CSTM-01528,PROD-E00002,2025-07-28 13:38:15,2,24K
CRT-01258,CSTM-01301,PROD-N00003,2025-07-25 16:20:15,3,14K
CRT-01259,CSTM-01832,PROD-N00006,2025-07-02 14:20:15,3,18K
CRT-01260,CSTM-01191,PROD-E00003,2025-07-07 10:20:15,1,18K
CRT-01261,CSTM-01474,PROD-N00004,2025-07-27 07:20:15,3,18K
CRT-01262,CSTM-01628,PROD-E00004,2025-07-07 05:20:15,3,18K
CRT-01263,CSTM-00757,PROD-E00004,2025-07-25 11:20:15,1,24K
CRT-01264,CSTM-01424,PROD-R00004,2025-07-18 15:20:15,3,24K
CRT-01265,CSTM-01667,PROD-S00002,2025-07-08 05:20:15,2,24K
CRT-01266,CSTM-01648,PROD-N00010,2025-06-30 07:20:15,3,24K
CRT-01267,CSTM-00576,PROD-R00008,2025-07-18 22:20:15,3,24K
CRT-01268,CSTM-00606,PROD-S00003,2025-07-16 17:20:15,3,18K
CRT-01269,CSTM-01678,PROD-S00004,2025-07-14 02:20:15,2,18K
CRT-01270,CSTM-00984,PROD-R00006,2025-07-28 05:20:15,3,14K
CRT-01271,CSTM-00100,PROD-S00004,2025-07-26 11:20:15,2,24K
CRT-01272,CSTM-00853,PROD-N00012,2025-07-16 04:20:15,3,24K
CRT-01273,CSTM-01701,PROD-E00004,2025-07-28 11:20:15,3,24K
CRT-01274,CSTM-00849,PROD-E00007,2025-07-27 04:20:15,1,14K
CRT-01275,CSTM-00751,PROD-R00010,2025-07-08 03:20:15,2,14K
CRT-01276,CSTM-01445,PROD-G00003,2025-07-24 23:20:15,2,24K
CRT-01277,CSTM-00469,PROD-R00001,2025-07-17 21:20:15,2,18K
CRT-01278,CSTM-00012,PROD-R00006,2025-07-08 07:20:15,2,14K
CRT-01279,CSTM-00390,PROD-N00012,2025-07-03 17:20:15,1,18K
CRT-01280,CSTM-00525,PROD-N00009,2025-07-28 14:10:15,3,24K
CRT-01281,CSTM-00946,PROD-R00006,2025-07-23 11:20:15,3,14K
CRT-01282,CSTM-01093,PROD-N00008,2025-07-27 04:20:15,3,24K
CRT-01283,CSTM-00008,PROD-R00006,2025-07-11 15:20:15,1,24K
CRT-01284,CSTM-01034,PROD-N00010,2025-07-24 19:20:15,2,24K
CRT-01285,CSTM-00315,PROD-N00008,2025-07-21 18:20:15,1,18K
CRT-01286,CSTM-01153,PROD-R00001,2025-07-28 13:50:15,1,18K
CRT-01287,CSTM-01647,PROD-N00001,2025-07-22 21:20:15,2,18K
CRT-01288,CSTM-00025,PROD-G00005,2025-07-22 09:20:15,2,24K
CRT-01289,CSTM-00470,PROD-G00003,2025-07-25 15:20:15,3,18K
CRT-01290,CSTM-00658,PROD-G00003,2025-07-17 02:20:15,3,18K
CRT-01291,CSTM-01261,PROD-R00002,2025-07-27 07:20:15,3,14K
CRT-01292,CSTM-00526,PROD-E00004,2025-07-28 14:09:15,2,14K
CRT-01293,CSTM-01657,PROD-S00003,2025-07-16 03:20:15,2,18K
CRT-01294,CSTM-01309,PROD-G00004,2025-07-04 03:20:15,2,18K
CRT-01295,CSTM-00331,PROD-R00001,2025-07-03 13:20:15,3,24K
CRT-01296,CSTM-00657,PROD-R00008,2025-07-08 21:20:15,3,14K
CRT-01297,CSTM-00110,PROD-N00006,2025-07-27 21:20:15,2,24K
CRT-01298,CSTM-00484,PROD-G00002,2025-07-02 16:20:15,2,24K
CRT-01299,CSTM-00258,PROD-S00007,2025-07-18 08:20:15,1,14K
CRT-01300,CSTM-01775,PROD-E00006,2025-07-10 23:20:15,1,18K
CRT-01301,CSTM-01833,PROD-E00007,2025-07-16 12:20:15,2,24K
CRT-01302,CSTM-00812,PROD-N00001,2025-07-28 13:26:15,3,18K
CRT-01303,CSTM-00208,PROD-S00003,2025-07-14 12:20:15,3,14K
CRT-01304,CSTM-01314,PROD-E00007,2025-07-01 02:20:15,1,14K
CRT-01305,CSTM-01196,PROD-G00003,2025-07-03 21:20:15,2,24K
CRT-01306,CSTM-01625,PROD-R00002,2025-07-28 14:14:15,2,18K
CRT-01307,CSTM-00433,PROD-N00005,2025-07-01 08:20:15,3,14K
CRT-01308,CSTM-00793,PROD-G00002,2025-07-10 02:20:15,2,14K
CRT-01309,CSTM-01489,PROD-R00009,2025-07-04 09:20:15,2,18K
CRT-01310,CSTM-01334,PROD-R00005,2025-07-26 08:20:15,1,18K
CRT-01311,CSTM-00226,PROD-R00009,2025-07-27 09:20:15,2,14K
CRT-01312,CSTM-00710,PROD-E00004,2025-07-26 13:20:15,1,18K
CRT-01313,CSTM-01782,PROD-R00009,2025-07-28 13:26:15,3,14K
CRT-01314,CSTM-01690,PROD-R00007,2025-07-02 23:20:15,1,14K
CRT-01315,CSTM-01868,PROD-S00003,2025-07-22 05:20:15,1,18K
CRT-01316,CSTM-00774,PROD-S00001,2025-07-05 15:20:15,2,18K
CRT-01317,CSTM-01715,PROD-E00004,2025-07-28 14:09:15,3,18K
CRT-01318,CSTM-01623,PROD-E00012,2025-07-14 02:20:15,1,24K
CRT-01319,CSTM-01421,PROD-N00002,2025-07-24 15:20:15,3,24K
CRT-01320,CSTM-01303,PROD-S00005,2025-07-15 22:20:15,1,24K
CRT-01321,CSTM-00755,PROD-S00007,2025-06-30 08:20:15,3,14K
CRT-01322,CSTM-01812,PROD-S00002,2025-07-28 14:01:15,2,18K
CRT-01323,CSTM-00347,PROD-R00002,2025-07-28 13:43:15,1,14K
CRT-01324,CSTM-01552,PROD-R00005,2025-07-09 17:20:15,1,14K
CRT-01325,CSTM-01461,PROD-G00005,2025-07-26 03:20:15,1,24K
CRT-01326,CSTM-01638,PROD-R00006,2025-07-12 20:20:15,2,18K
CRT-01327,CSTM-01414,PROD-N00010,2025-07-18 11:20:15,1,18K
CRT-01328,CSTM-00237,PROD-R00007,2025-07-04 00:20:15,3,14K
CRT-01329,CSTM-00198,PROD-R00008,2025-07-25 03:20:15,1,24K
CRT-01330,CSTM-00602,PROD-R00008,2025-07-26 00:20:15,2,14K
CRT-01331,CSTM-00679,PROD-R00001,2025-07-28 13:51:15,3,14K
CRT-01332,CSTM-00844,PROD-E00006,2025-07-20 15:20:15,3,14K
CRT-01333,CSTM-00809,PROD-N00011,2025-07-19 18:20:15,3,14K
CRT-01334,CSTM-01267,PROD-G00001,2025-07-10 09:20:15,3,14K
CRT-01335,CSTM-00348,PROD-N00012,2025-07-28 14:09:15,2,24K
CRT-01336,CSTM-00190,PROD-N00009,2025-06-30 16:20:15,2,24K
CRT-01337,CSTM-01057,PROD-N00011,2025-07-07 21:20:15,3,14K
CRT-01338,CSTM-01734,PROD-E00008,2025-07-23 02:20:15,2,14K
CRT-01339,CSTM-01310,PROD-E00012,2025-07-28 13:33:15,1,14K
CRT-01340,CSTM-01769,PROD-R00010,2025-07-14 19:20:15,2,14K
CRT-01341,CSTM-01800,PROD-S00004,2025-07-03 08:20:15,1,24K
CRT-01342,CSTM-01028,PROD-N00002,2025-07-28 13:36:15,3,14K
CRT-01343,CSTM-01143,PROD-E00004,2025-07-26 08:20:15,1,24K
CRT-01344,CSTM-00284,PROD-R00006,2025-07-09 01:20:15,1,24K
CRT-01345,CSTM-00502,PROD-N00005,2025-07-07 00:20:15,2,18K
CRT-01346,CSTM-00378,PROD-E00007,2025-07-04 15:20:15,2,14K
CRT-01347,CSTM-01459,PROD-S00002,2025-07-02 09:20:15,3,14K
CRT-01348,CSTM-00292,PROD-N00007,2025-07-28 04:20:15,3,18K
CRT-01349,CSTM-00570,PROD-G00005,2025-07-28 13:48:15,1,14K
CRT-01350,CSTM-00284,PROD-N00005,2025-07-28 13:21:15,1,24K
CRT-01351,CSTM-01864,PROD-G00002,2025-06-30 05:20:15,3,14K
CRT-01352,CSTM-01335,PROD-R00006,2025-07-02 02:20:15,1,18K
CRT-01353,CSTM-01298,PROD-N00002,2025-07-28 09:20:15,2,14K
CRT-01354,CSTM-00449,PROD-E00010,2025-07-25 02:20:15,1,24K
CRT-01355,CSTM-01327,PROD-N00011,2025-07-08 10:20:15,1,18K
CRT-01356,CSTM-00259,PROD-E00002,2025-07-28 13:26:15,2,24K
CRT-01357,CSTM-00366,PROD-E00003,2025-06-29 05:20:15,3,18K
CRT-01358,CSTM-00454,PROD-E00007,2025-07-17 06:20:15,3,18K
